"CCSS.Math.Content","http://asn.jesandco.org/resources/S114347F","Identify arithmetic patterns (including patterns in the addition table or multiplication table), and explain them using properties of operations.","Integer,Addition,Operation,Elementary_arithmetic,Multiplication"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114349A","Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 ï¿½ï¿½ 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.","Inequation"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114349B","Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.","Problem_solving"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114349C","Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114349D","Find all factor pairs for a whole number in the range 1ï¿½ï¿½ï¿½100. Recognize that a whole number is a multiple of each of its factors. Determine whether a given whole number in the range 1ï¿½ï¿½ï¿½100 is a multiple of a given one-digit number. Determine whether a given whole number in the range 1ï¿½ï¿½ï¿½100 is prime or composite.","Integer_sequences,Natural_number,Prime_number,Arithmetic"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114349E","Generate a number or shape pattern that follows a given rule. Identify apparent features of the pattern that were not explicit in the rule itself.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434EB","Use parentheses, brackets, or braces in numerical expressions, and evaluate expressions with these symbols.","Bracket"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434EC","Write simple expressions that record calculations with numbers, and interpret numerical expressions without evaluating them.","Numbers,Mathematics,Number"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434ED","Generate two numerical patterns using two given rules. Identify apparent relationships between corresponding terms. Form ordered pairs consisting of corresponding terms from the two patterns, and graph the ordered pairs on a coordinate plane.","Number,Ordered_pair,Mathematics"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143423","Compose and decompose numbers from 11 to 19 into ten ones and some further ones, e.g., by using objects or drawings, and record each composition or decomposition by a drawing or equation (e.g., 18 = 10 + 8); understand that these numbers are composed of ten ones and one, two, three, four, five, six, seven, eight, or nine ones.","Exponentiation,Composition"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143442","Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the symbols >, =, and <.","Numerical_digit,Comparisons,Comparison"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143441","Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143440","Count to 120, starting at any number less than 120. In this range, read and write numerals and represent a number of objects with a written numeral.","Natural_number,Numeral_system,Number"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143457","Understand that the three digits of a three-digit number represent amounts of hundreds, tens, and ones; e.g., 706 equals 7 hundreds, 0 tens, and 6 ones. Understand the following as special cases:",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143458","Count within 1000; skip-count by 5s, 10s, and 100s.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143459","Read and write numbers to 1000 using base-ten numerals, number names, and expanded form.","Numbers,Japanese_numerals,Names_of_large_numbers,Grammatical_number,Numeral_system,Number"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114345A","Compare two three-digit numbers based on meanings of the hundreds, tens, and ones digits, using >, =, and < symbols to record the results of comparisons.","Numerical_digit,Comparisons,Comparison"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143443","Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used. Understand that in adding two-digit numbers, one adds tens and tens, ones and ones; and sometimes it is necessary to compose a ten.","Subtraction,Addition,Arithmetic"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114345B","Fluently add and subtract within 100 using strategies based on place value, properties of operations, and/or the relationship between addition and subtraction.","Elementary_arithmetic,Plus_and_minus_signs,Addition,Subtraction"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143444","Given a two-digit number, mentally find 10 more or 10 less than the number, without having to count; explain the reasoning used.","Scientific_method,Inductive_reasoning"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143445","Subtract multiples of 10 in the range 10-90 from multiples of 10 in the range 10-90 (positive or zero differences), using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.","Arithmetic,Plus_and_minus_signs,Negative_and_non-negative_numbers,Elementary_arithmetic,Subtraction,Integer,Addition"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114345C","Add up to four two-digit numbers using strategies based on place value and properties of operations.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143480","Use place value understanding to round whole numbers to the nearest 10 or 100.","Roman_numerals"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114345E","Mentally add 10 or 100 to a given number 100ï¿½ï¿½ï¿½900, and mentally subtract 10 or 100 from a given number 100ï¿½ï¿½ï¿½900.","Arithmetic,Mathematics"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114345D","Add and subtract within 1000, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method. Understand that in adding or subtracting three-digit numbers, one adds or subtracts hundreds and hundreds, tens and tens, ones and ones; and sometimes it is necessary to compose or decompose tens or hundreds.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114345F","Explain why addition and subtraction strategies work, using place value and the properties of operations.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143481","Fluently add and subtract within 1000 using strategies and algorithms based on place value, properties of operations, and/or the relationship between addition and subtraction.","Elementary_arithmetic,Plus_and_minus_signs,Addition,Subtraction"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434A2","Fluently add and subtract multi-digit whole numbers using the standard algorithm.","Integer"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143482","Multiply one-digit whole numbers by multiples of 10 in the range 10ï¿½ï¿½ï¿½90 (e.g., 9 ï¿½ï¿½ 80, 5 ï¿½ï¿½ 60) using strategies based on place value and properties of operations.","Harshad_number"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434A3","Multiply a whole number of up to four digits by a one-digit whole number, and multiply two two-digit numbers, using strategies based on place value and the properties of operations. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.","Natural_number,Numerical_digit"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434A4","Find whole-number quotients and remainders with up to four-digit dividends and one-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.","Rectangle,Division,Integer,Quotient"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114349F","Recognize that in a multi-digit whole number, a digit in one place represents ten times what it represents in the place to its right.","Numerical_digit,Number,Natural_number,Numeral_system"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434A0","Read and write multi-digit whole numbers using base-ten numerals, number names, and expanded form. Compare two multi-digit numbers based on meanings of the digits in each place, using >, =, and < symbols to record the results of comparisons.","Numbers,Japanese_numerals,Names_of_large_numbers,Grammatical_number,Comparisons,Comparison,Numeral_system,Number"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434EE","Recognize that in a multi-digit number, a digit in one place represents 10 times as much as it represents in the place to its right and 1/10 of what it represents in the place to its left.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434A1","Use place value understanding to round multi-digit whole numbers to any place.","Elementary_mathematics"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434EF","Explain patterns in the number of zeros of the product when multiplying a number by powers of 10, and explain patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10. Use whole-number exponents to denote powers of 10.","Division,Mathematics,Exponentiation,Number,Elementary_arithmetic,Integer,Multiplication"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434F1","Use place value understanding to round decimals to any place.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434F0","Read, write, and compare decimals to thousandths.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434F2","Fluently multiply multi-digit whole numbers using the standard algorithm.","Natural_number,Integer,Multiplication,Standardization,Addition"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434F3","Find whole-number quotients of whole numbers with up to four-digit dividends and two-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.","Multiplication,Integer,Quotient,Division"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434F4","Add, subtract, multiply, and divide decimals to hundredths, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.","Negative_and_non-negative_numbers,Arithmetic,Plus_and_minus_signs,Subtraction,Integer,Addition,Elementary_arithmetic"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143424","Describe measurable attributes of objects, such as length or weight. Describe several measurable attributes of a single object.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143446","Order three objects by length; compare the lengths of two objects indirectly by using a third object.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143425","Directly compare two objects with a measurable attribute in common, to see which object has ""more of""/""less of"" the attribute, and describe the difference.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143426","Classify objects into given categories; count the numbers of objects in each category and sort the categories by count.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143447","Express the length of an object as a whole number of length units, by laying multiple copies of a shorter object (the length unit) end to end; understand that the length measurement of an object is the number of same-size length units that span it with no gaps or overlaps.","Vector_space,Units_of_measurement,Length"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143448","Tell and write time in hours and half-hours using analog and digital clocks.","Time"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143488","Draw a scaled picture graph and a scaled bar graph to represent a data set with several categories. Solve one- and two-step ""how many more"" and ""how many less"" problems using information presented in scaled bar graphs.","Data"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143449","Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143468","Generate measurement data by measuring lengths of several objects to the nearest whole unit, or by making repeated measurements of the same object. Show the measurements by making a line plot, where the horizontal scale is marked off in whole-number units.","Systems_of_measurement,Number_sense,Measuring_instrument,Measurement,Units_of_measurement"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143469","Draw a picture graph and a bar graph (with single-unit scale) to represent a data set with up to four categories. Solve simple put-together, take-apart, and compare problems using information presented in a bar graph.","Problem_solving,Data"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143489","Generate measurement data by measuring lengths using rulers marked with halves and fourths of an inch. Show the data by making a line plot, where the horizontal scale is marked off in appropriate unitsï¿½ï¿½ï¿½ whole numbers, halves, or quarters.","Length,Number_sense,Units_of_measurement,Measurement,Measuring_instrument"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434AF","Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Solve problems involving addition and subtraction of fractions by using information presented in line plots.","Computer_data,Plot,Data,Real_number,Integer,Elementary_arithmetic,Problem_solving"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434FD","Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Use operations on fractions for this grade to solve problems involving information presented in line plots.","Computer_data,Plot,Data,Problem_solving"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143460","Measure the length of an object by selecting and using appropriate tools such as rulers, yardsticks, meter sticks, and measuring tapes.","Tape_measure,Test_method,Units_of_measurement,Measuring_instrument,Measurement"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143461","Measure the length of an object twice, using length units of different lengths for the two measurements; describe how the two measurements relate to the size of the unit chosen.","Dimensional_analysis,Systems_of_measurement,International_System_of_Units,Measurement,Distance,Length,Units_of_measurement"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143462","Estimate lengths using units of inches, feet, centimeters, and meters.","Length,Orders_of_magnitude"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143463","Measure to determine how much longer one object is than another, expressing the length difference in terms of a standard length unit.","Test_method,Length,Units_of_measurement"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143466","Tell and write time from analog and digital clocks to the nearest five minutes, using a.m. and p.m.","Digital_clock,Digital_television,Time,Digital"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143464","Use addition and subtraction within 100 to solve word problems involving lengths that are given in the same units, e.g., by using drawings (such as drawings of rulers) and equations with a symbol for the unknown number to represent the problem.","Mathematics,Problem_solving"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143465","Represent whole numbers as lengths from 0 on a number line diagram with equally spaced points corresponding to the numbers 0, 1, 2, ..., and represent whole-number sums and differences within 100 on a number line diagram.","Numbers,Grammatical_number,Number,Real_number"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143486","Tell and write time to the nearest minute and measure time intervals in minutes. Solve word problems involving addition and subtraction of time intervals in minutes, e.g., by representing the problem on a number line diagram.","Problem,Mathematics,Problem_solving,Real_number"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143467","Solve word problems involving dollar bills, quarters, dimes, nickels, and pennies, using $ and ï¿½ï¿½ symbols appropriately.","Problem_solving"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114348A","Recognize area as an attribute of plane figures and understand concepts of area measurement.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143487","Measure and estimate liquid volumes and masses of objects using standard units of grams (g), kilograms (kg), and liters (l). Add, subtract, multiply, or divide to solve one-step word problems involving masses or volumes that are given in the same units, e.g., by using drawings (such as a beaker with a measurement scale) to represent the problem.","Volume,Units_of_measurement,Metric_system,Mass"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114348B","Measure areas by counting unit squares (square cm, square m, square in, square ft, and improvised units).","Real_number,Systems_of_measurement,Units_of_measurement"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114348C","Relate area to the operations of multiplication and addition.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434AD","Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit. Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale.","Number,Number_sense,Measurement,Units_of_measurement,Measuring_instrument,Real_number"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114348D","Solve real world and mathematical problems involving perimeters of polygons, including finding the perimeter given the side lengths, finding an unknown side length, and exhibiting rectangles with the same perimeter and different areas or with the same area and different perimeters.","Distance,Mathematics,Rectangle,Length,Square,Area,Regular_polygon,Volume"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434AE","Apply the area and perimeter formulas for rectangles in real world and mathematical problems.","Square,Rectangle,Mathematics"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434AC","Know relative sizes of measurement units within one system of units including km, m, cm; kg, g; lb, oz.; l, ml; hr, min, sec. Within a single system of measurement, express measurements in a larger unit in terms of a smaller unit. Record measurement equivalents in a two column table.","Metric_system,International_System_of_Units,Systems_of_measurement,Measurement,Units_of_measurement"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434B0","Recognize angles as geometric shapes that are formed wherever two rays share a common endpoint, and understand concepts of angle measurement:","Angle"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434B1","Measure angles in whole-number degrees using a protractor. Sketch angles of specified measure.","Angle"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434FF","Measure volumes by counting unit cubes, using cubic cm, cubic in, cubic ft, and improvised units.","Length,Systems_of_measurement,Units_of_measurement"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434B2","Recognize angle measure as additive. When an angle is decomposed into non-overlapping parts, the angle measure of the whole is the sum of the angle measures of the parts. Solve addition and subtraction problems to find unknown angles on a diagram in real world and mathematical problems, e.g., by using an equation with a symbol for the unknown angle measure.","Integer,Subtraction,Mathematics,Real_number,Arithmetic,Angle,Addition"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434FE","Recognize volume as an attribute of solid figures and understand concepts of volume measurement.","Sphere"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434FC","Convert among different-sized standard measurement units within a given measurement system (e.g., convert 5 cm to 0.05 m), and use these conversions in solving multi-step, real world problems.","Problem_solving,Systems_of_measurement,Measurement,Test_method,Units_of_measurement"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143500","Relate volume to the operations of multiplication and addition and solve real world and mathematical problems involving volume.","Real_number"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143429","Identify shapes as two-dimensional (lying in a plane, ""flat"") or three-dimensional (""solid"").","Dimension,Sphere,Euclidean_space"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114342A","Analyze and compare two- and three-dimensional shapes, in different sizes and orientations, using informal language to describe their similarities, differences, parts (e.g., number of sides and vertices/""corners"") and other attributes (e.g., having sides of equal length).","Formal_system,Difference"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143428","Correctly name shapes regardless of their orientations or overall size.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S1143427","Describe objects in the environment using names of shapes, and describe the relative positions of these objects using terms such as above, below, beside, in front of, behind, and next to.","Glossary_of_shapes_with_metaphorical_names,Natural_environment"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114342B","Model shapes in the world by building shapes from components (e.g., sticks and clay balls) and drawing shapes.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114342C","Compose simple shapes to form larger shapes.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114344A","Distinguish between defining attributes (e.g., triangles are closed and three-sided) versus non-defining attributes (e.g., color, orientation, overall size); build and draw shapes to possess defining attributes.","Geometry"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114344B","Compose two-dimensional shapes (rectangles, squares, trapezoids, triangles, half-circles, and quarter-circles) or three-dimensional shapes (cubes, right rectangular prisms, right circular cones, and right circular cylinders) to create a composite shape, and compose new shapes from the composite shape.","Quadrilaterals,Square,Rectangle,Cuboid"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114344C","Partition circles and rectangles into two and four equal shares, describe the shares using the words halves, fourths, and quarters, and use the phrases half of, fourth of, and quarter of. Describe the whole as two of, or four of the shares. Understand for these examples that decomposing into more equal shares creates smaller shares.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114346A","Recognize and draw shapes having specified attributes, such as a given number of angles or a given number of equal faces. Identify triangles, quadrilaterals, pentagons, hexagons, and cubes.","Square,Polygons,Polygon"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114346B","Partition a rectangle into rows and columns of same-size squares and count to find the total number of them.","Natural_number"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114346C","Partition circles and rectangles into two, three, or four equal shares, describe the shares using the words halves, thirds, half of, a third of, etc., and describe the whole as two halves, three thirds, four fourths. Recognize that equal shares of identical wholes need not have the same shape.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434B3","Draw points, lines, line segments, rays, angles (right, acute, obtuse), and perpendicular and parallel lines. Identify these in two-dimensional figures.","Cartesian_coordinate_system,Angle"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114348E","Understand that shapes in different categories (e.g., rhombuses, rectangles, and others) may share attributes (e.g., having four sides), and that the shared attributes can define a larger category (e.g., quadrilaterals). Recognize rhombuses, rectangles, and squares as examples of quadrilaterals, and draw examples of quadrilaterals that do not belong to any of these subcategories.",""
"CCSS.Math.Content","http://asn.jesandco.org/resources/S114348F","Partition shapes into parts with equal areas. Express the area of each part as a unit fraction of the whole.","Square,Surface_area,Part,Area,Elementary_arithmetic"
"CCSS.Math.Content","http://asn.jesandco.org/resources/S11434B4","Classify two-dimensional figures based on the presence or absence of parallel or perpendicular lines, or the presence or absence of angles of a specified size. Recognize right triangles as a category, and identify right triangles.","Triangle,Geometry,Right_triangle,Perpendicular,Parallel,Cartesian_coordinate_system,Angle"
